taxon_name,url,original_name,aligned_name,accepted_name,taxon_rank,taxonomic_status,aligned_reason
Romulea rosea,http://eflora.nt.gov.au/factsheet?id=15141,Romulea rosea,Romulea rosea,Romulea rosea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Sparaxis tricolor,http://eflora.nt.gov.au/factsheet?id=15146,Sparaxis tricolor,Sparaxis tricolor,Sparaxis tricolor,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Isoetes australis,http://eflora.nt.gov.au/factsheet?id=15149,Isoetes australis,Isoetes australis,Isoetes australis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Juncus articulatus,http://eflora.nt.gov.au/factsheet?id=15160,Juncus articulatus,Juncus articulatus,Juncus articulatus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Juncus flavidus,http://eflora.nt.gov.au/factsheet?id=15166,Juncus flavidus,Juncus flavidus,Juncus flavidus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Juncus kraussii,http://eflora.nt.gov.au/factsheet?id=15169,Juncus maritimus,Juncus maritimus,Juncus kraussii,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Juncus pallidus,http://eflora.nt.gov.au/factsheet?id=15170,Juncus pallidus,Juncus pallidus,Juncus pallidus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Juncus planifolius,http://eflora.nt.gov.au/factsheet?id=15172,Juncus planifolius,Juncus planifolius,Juncus planifolius,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Juncus polyanthemus,http://eflora.nt.gov.au/factsheet?id=15173,Juncus polyanthemus,Juncus polyanthemus,Juncus polyanthemus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Juncus usitatus,http://eflora.nt.gov.au/factsheet?id=15177,Juncus usitatus,Juncus usitatus,Juncus usitatus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Juncus vaginatus,http://eflora.nt.gov.au/factsheet?id=15178,Juncus vaginatus,Juncus vaginatus,Juncus vaginatus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Luzula campestris,http://eflora.nt.gov.au/factsheet?id=15180,Luzula campestris,Luzula campestris,Luzula campestris,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cycnogeton dubium,http://eflora.nt.gov.au/factsheet?id=15183,Triglochin pterocarpa,Triglochin pterocarpa,Cycnogeton dubium,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Ajuga australis,http://eflora.nt.gov.au/factsheet?id=15192,Ajuga australis,Ajuga australis,Ajuga australis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Platostoma longicorne,http://eflora.nt.gov.au/factsheet?id=15194,Ceratanthus longicornis,Ceratanthus longicornis,Platostoma longicorne,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Mesosphaerum pectinatum,http://eflora.nt.gov.au/factsheet?id=15202,Mesosphaerum pectinatum,Mesosphaerum pectinatum,Mesosphaerum pectinatum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Leucas lavandulifolia,http://eflora.nt.gov.au/factsheet?id=15208,Leucas lavandulifolia,Leucas lavandulifolia,Leucas lavandulifolia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Marrubium vulgare,http://eflora.nt.gov.au/factsheet?id=15211,Marrubium vulgare,Marrubium vulgare,Marrubium vulgare,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Mentha laxiflora,http://eflora.nt.gov.au/factsheet?id=15213,Mentha laxiflora,Mentha laxiflora,Mentha laxiflora,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Ocimum basilicum,http://eflora.nt.gov.au/factsheet?id=15220,Ocimum basilicum,Ocimum basilicum,Ocimum basilicum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Coleus congestus,http://eflora.nt.gov.au/factsheet?id=15225,Plectranthus congestus,Plectranthus congestus,Coleus congestus,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Coleus mirus,http://eflora.nt.gov.au/factsheet?id=15226,Plectranthus mirus,Plectranthus mirus,Coleus mirus,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Coleus australis,http://eflora.nt.gov.au/factsheet?id=15227,Plectranthus parviflorus,Plectranthus parviflorus,Coleus australis,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera aspalathoides,http://eflora.nt.gov.au/factsheet?id=15231,Prostanthera aspalathoides,Prostanthera aspalathoides,Prostanthera aspalathoides,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera behriana,http://eflora.nt.gov.au/factsheet?id=15232,Prostanthera behriana,Prostanthera behriana,Prostanthera behriana,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera cuneata,http://eflora.nt.gov.au/factsheet?id=15233,Prostanthera cuneata,Prostanthera cuneata,Prostanthera cuneata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera decussata,http://eflora.nt.gov.au/factsheet?id=15234,Prostanthera decussata,Prostanthera decussata,Prostanthera decussata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera denticulata,http://eflora.nt.gov.au/factsheet?id=15235,Prostanthera denticulata,Prostanthera denticulata,Prostanthera denticulata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera cryptandroides subsp. euphrasioides,http://eflora.nt.gov.au/factsheet?id=15236,Prostanthera euphrasioides,Prostanthera euphrasioides,Prostanthera cryptandroides subsp. euphrasioides,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera lasianthos,http://eflora.nt.gov.au/factsheet?id=15237,Prostanthera lasianthos,Prostanthera lasianthos,Prostanthera lasianthos,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera melissifolia,http://eflora.nt.gov.au/factsheet?id=15238,Prostanthera melissifolia,Prostanthera melissifolia,Prostanthera melissifolia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera nivea,http://eflora.nt.gov.au/factsheet?id=15240,Prostanthera nivea,Prostanthera nivea,Prostanthera nivea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera nudula,http://eflora.nt.gov.au/factsheet?id=15241,Prostanthera nudula,Prostanthera nudula,Prostanthera nudula,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera patens,http://eflora.nt.gov.au/factsheet?id=15242,Prostanthera patens,Prostanthera patens,Prostanthera patens,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera saxicola,http://eflora.nt.gov.au/factsheet?id=15244,Prostanthera saxicola,Prostanthera saxicola,Prostanthera saxicola,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera spinosa,http://eflora.nt.gov.au/factsheet?id=15245,Prostanthera spinosa,Prostanthera spinosa,Prostanthera spinosa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prunella vulgaris,http://eflora.nt.gov.au/factsheet?id=15247,Prunella vulgaris,Prunella vulgaris,Prunella vulgaris,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Salvia coccinea,http://eflora.nt.gov.au/factsheet?id=15249,Salvia coccinea,Salvia coccinea,Salvia coccinea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Salvia reflexa,http://eflora.nt.gov.au/factsheet?id=15251,Salvia reflexa,Salvia reflexa,Salvia reflexa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Teucrium argutum,http://eflora.nt.gov.au/factsheet?id=15257,Teucrium argutum,Teucrium argutum,Teucrium argutum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Teucrium sessiliflorum,http://eflora.nt.gov.au/factsheet?id=15260,Teucrium sessiflorum,Teucrium sessiliflorum,Teucrium sessiliflorum,species,accepted,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Westringia eremicola,http://eflora.nt.gov.au/factsheet?id=15263,Westringia eremicola,Westringia eremicola,Westringia eremicola,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Westringia rigida,http://eflora.nt.gov.au/factsheet?id=15264,Westringia rigida,Westringia rigida,Westringia rigida,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera prostantheroides,http://eflora.nt.gov.au/factsheet?id=15266,Wrixonia prostantheroides,Wrixonia prostantheroides,Prostanthera prostantheroides,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Beilschmiedia brunnea,http://eflora.nt.gov.au/factsheet?id=15269,Beilschmiedia brunnea,Beilschmiedia brunnea,Beilschmiedia brunnea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Beilschmiedia castrisinensis,http://eflora.nt.gov.au/factsheet?id=15270,Beilschmiedia castrisinensis,Beilschmiedia castrisinensis,Beilschmiedia castrisinensis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Beilschmiedia collina,http://eflora.nt.gov.au/factsheet?id=15271,Beilschmiedia collina,Beilschmiedia collina,Beilschmiedia collina,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Beilschmiedia volckii,http://eflora.nt.gov.au/factsheet?id=15272,Beilschmiedia volckii,Beilschmiedia volckii,Beilschmiedia volckii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=15274,Cassytha eichlerana,Cassytha sp. [Cassytha eichlerana],NA,genus,genus accepted,Exact match of the first word of the taxon name to an APC-accepted genus (2026-01-08)
Cassytha glabella,http://eflora.nt.gov.au/factsheet?id=15275,Cassytha glabella,Cassytha glabella,Cassytha glabella,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cassytha melantha,http://eflora.nt.gov.au/factsheet?id=15276,Cassytha melantha,Cassytha melantha,Cassytha melantha,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cassytha peninsularis,http://eflora.nt.gov.au/factsheet?id=15277,Cassytha peninsularis,Cassytha peninsularis,Cassytha peninsularis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
