source_primary_key,source_primary_citation
Wright_2000,"I. J. Wright, H. T. Clifford, R. Kidson, M. L. Reed, B. L. Rice, and M. Westoby. “A survey of seed and seedling characters in 1744 Australian dicotyledon species: Cross-species trait correlations and correlated trait-shifts within evolutionary lineages”.   _Biological Journal of the Linnean Society_ 69 (2000), pp. 521-547.  doi:  [10.1111/j.1095-8312.2000.tb01222.x](https://doi.org/10.1111%2Fj.1095-8312.2000.tb01222.x)."
Wright_2001,"I. J. Wright. “Unpublished data: Seed mass reserve data for various species in NSW, Macquarie University”. 2001."
Wright_2002,"I. J. Wright and M. Westoby. “Leaves at low versus high rainfall: Coordination of structure, lifespan and physiology”.   _New Phytologist_ 155 (2002), pp. 403-416.  doi:  [10.1046/j.1469-8137.2002.00479.x](https://doi.org/10.1046%2Fj.1469-8137.2002.00479.x)."
Wright_2006,"I. J. Wright, D. S. Falster, M. Pickup, and M. Westoby. “Cross-species patterns in the coordination between leaf and stem traits, and their implications for plant hydraulics”.   _Physiologia Plantarum_ 127 (2006), pp. 445-456.  doi:  [10.1111/j.1399-3054.2006.00699.x](https://doi.org/10.1111%2Fj.1399-3054.2006.00699.x)."
Wright_2008,"I. J. Wright. “Unpublished data: Trait data for Northern Territory savanna species, Macquarie University”. 2008."
Wright_2009,"I. J. Wright. “Unpublished data: Leaf pigment and reflectance data for sclerophylls, Macquarie University”. 2009."
Wright_2019,"I. J. Wright, J. Cooke, L. A. Cernusak, L. B. Hutley, M. C. Scalon, W. C. Tozer, and C. E. R. Lehmann. “Stem diameter growth rates in a fire-prone savanna correlate with photosynthetic rate and branch-scale biomass allocation, but not specific leaf area”.   _Austral Ecology_ 44.2 (2018), pp. 339-350.  doi:  [10.1111/aec.12678](https://doi.org/10.1111%2Faec.12678)."
Yang_2023,"S. Yang. “Unpublished data: Fire response traits scored from national and state floras and the taxonomic literature, University of New South Wales”. 2023."
Yunusa_2010,"I. A. M. Yunusa, C. D. Aumann, M. Rab, N. Merrick, P. D. Fisher, P. L. Eberbach, and D. Eamus. “Topographical and seasonal trends in transpiration by two co-occurring Eucalyptus species during two contrasting years in a low rainfall environment”.   _Agricultural and Forest Meteorology_ 150.9 (2010), pp. 1234-1244.  doi:  [10.1016/j.agrformet.2010.05.007](https://doi.org/10.1016%2Fj.agrformet.2010.05.007)."
Zanne_2007,"A. Zanne. “Unpublished data: Hydraulic traits for NSW plant species from four field sites, Macquarie University”. 2007."
Zanne_2009,"A. E. Zanne, G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. “Data from: Towards a worldwide wood economics spectrum”.   _Dryad Digital Repository_ (2009).  doi:  [10.5061/dryad.234](https://doi.org/10.5061%2Fdryad.234)."
Zeppel_2008,"M. Zeppel and D. Eamus. “Coordination of leaf area, sapwood area and canopy conductance leads to species convergence of tree water use in a remnant evergreen woodland”.   _Australian Journal of Botany_ 56.2 (2008), pp. 97-108.  doi:  [10.1071/bt07091](https://doi.org/10.1071%2Fbt07091)."
Zieminska_2013,"K. Ziemińska, D. W. Butler, S. M. Gleason, I. J. Wright, and M. Westoby. “Fibre wall and lumen fractions drive wood density variation across 24 Australian angiosperms”.   _AoB PLANTS_ 5 (2013), p. plt046.  doi:  [10.1093/aobpla/plt046](https://doi.org/10.1093%2Faobpla%2Fplt046)."
Zieminska_2015,"K. Ziemińska, M. Westoby, and I. J. Wright. “Broad anatomical variation within a narrow wood density range - A study of twig wood across 69 Australian Angiosperms”.   _PLOS ONE_ 10.4 (2015), p. e0124892.  doi:  [10.1371/journal.pone.0124892](https://doi.org/10.1371%2Fjournal.pone.0124892)."
Zolfaghar_2015,"S. Zolfaghar, R. Villalobos-Vega, J. Cleverly, and D. Eamus. “Co-ordination among leaf water relations and xylem vulnerability to embolism of Eucalyptus trees growing along a depth-to-groundwater gradient”.   _Tree Physiology_ 35.7 (2015). Ed. by N. Phillips, pp. 732-743.  doi:  [10.1093/treephys/tpv039](https://doi.org/10.1093%2Ftreephys%2Ftpv039)."
deCampos_2013,"M. C. R. de Campos, S. J. Pearse, R. S. Oliveira, and H. Lambers. “Downregulation of net phosphorus-uptake capacity is inversely related to leaf phosphorus-resorption proficiency in four species from a phosphorus-impoverished environment”.   _Annals of Botany_ 111.3 (2013), pp. 445-454.  doi:  [10.1093/aob/mcs299](https://doi.org/10.1093%2Faob%2Fmcs299)."
eFLOWER_2021,"J. Schönenberger, M. Balthazar, A. L. Martinez, B. Albert, C. Prieu, S. Magallon, and H. Sauquet. “Phylogenetic analysis of fossil flowers using an angiosperm-wide data set: proof-of-concept and challenges ahead”.   _American Journal of Botany_ 107.10 (2020), pp. 1433-1448.  doi:  [10.1002/ajb2.1538](https://doi.org/10.1002%2Fajb2.1538)."
eFLOWER_Dun_2022,"L. Dun and H. Sauquet. “Unpublished: Floral traits for GAP taxa, University of New South Wales, Australia”. 2022."
vanderMoezel_1987,"P. G. van der Moezel, W. A. Loneragan, and D. T. Bell. “Northern Sandplain Kwongan - regeneration following fire, juvenile period and flowering phenology”.   _Journal of the Royal Society of Western Australia_ 69.4 (1987), pp. 123-132."
